ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
kriol fitzroy crossing,,34,kfc,,{},-18.1666666667,125.583333333,,,Kriol (Fitzroy Crossing),1044,False,False
kriol ngukurr,,34,knq,rop,{},-14.8333333333,135.0,Australia,,Kriol (Ngukurr),1146,False,False
krongo,,324,kro,kgo,{},10.5,30.0,Africa,,Krongo,1190,True,True
krymchak,,83,kym,uzn,{},45.0,34.25,Eurasia,,Krymchak,1258,False,False
kryz,,32,krz,kry,{},41.0833333333,48.0,Eurasia,,Kryz,1196,False,False
ksingmul,,349,ksi,puo,{},21.0833333333,104.0,Eurasia,,Ksingmul,1201,False,False
kualan,,137,kua,sdm,{},-0.416666666667,110.416666667,,,Kualan,1225,False,False
kugu nganhcara,,35,knc,uwa,{},-14.4166666667,142.0,Australia,,Kugu Nganhcara,1137,False,False
kui in india,,282,kui,kxu,{},20.0,83.5,Eurasia,,Kui (in India),1227,False,False
kui in indonesia,,12,kiu,kvd,{},-8.43333333333,124.55,Papunesia,,Kui (in Indonesia),1082,False,False
kuikuro,,45,kkq,kui,{},-12.4166666667,-53.0833333333,South America,,Kuikúro,1094,False,False
kuku,,18,kuk,bfa,{},5.83333333333,31.6666666667,Africa,,Kukú,1228,False,False
kukuyalanji,,35,kya,gvn,{},-16.0,145.0,Australia,,Kuku-Yalanji,1254,False,False
kulamanen,,30,kuz,mbt,{},7.75,125.0,Papunesia,,Kulamanen,1240,False,False
kullo,,267,kul,gmo,{},6.75,37.0833333333,Africa,,Kullo,1229,False,False
kulung,,88,klg,kle,{},27.5,87.0,Eurasia,,Kulung,1104,False,False
kuman,,221,kmn,kue,{},-5.91666666667,145.0,Papunesia,,Kuman,1126,False,False
kumauni,,84,kum,kfy,{},30.0,80.0,Eurasia,,Kumauni,1230,False,False
kumyk,,83,kuq,kum,{},43.0,47.3333333333,Eurasia,,Kumyk,1233,False,False
kuna,,371,kun,kvn,{},8.0,-77.3333333333,South America,,Kuna,1231,False,False
kunama,,354,knm,kun,{},14.5,37.0,Africa,,Kunama,1142,False,True
kunimaipa,,347,kmp,kup,{},-8.0,146.833333333,Papunesia,,Kunimaipa,1128,False,False
kunjen,,35,kjn,kjn,{},-16.5,142.5,Australia,,Kunjen,1086,False,False
kunming,,204,kug,cmn,{},25.0,102.75,Eurasia,,Kunming,1226,False,False
kuot,,372,kuo,kto,{},-3.05,151.5,Papunesia,,Kuot,1232,False,False
kurdish central,,138,krd,ckb,{},36.0,44.0,Eurasia,,Kurdish (Central),1179,False,False
kurmanji,,138,kji,kmr,{},38.0,42.0,Eurasia,,Kurmanji,1085,False,False
kurukh,,163,kur,kru,{},22.8333333333,85.5,Eurasia,,Kurukh,1234,False,False
kusunda,,373,kus,kgg,{},28.0,84.6666666667,Eurasia,,Kusunda,1235,False,False
kutai,,14,kuy,vkt,{},-0.333333333333,116.666666667,Papunesia,,Kutai,1239,False,False
kutchin,,37,kth,gwi,{},67.0,-146.0,North America,,Kutchin,1213,False,False
kutenai,,374,kut,kut,{},49.5,-116.0,North America,,Kutenai,1236,True,True
kuuk thaayorre,,35,thy,thd,{},-14.5833333333,141.833333333,Australia,,Kuuk Thaayorre,2268,False,False
kuuku yau,,35,kuu,kuy,{},-12.5833333333,143.083333333,Australia,,Kuuku Ya'u,1237,False,False
kuvi,,282,kuv,kxv,{},18.75,82.6666666667,Eurasia,,Kuvi,1238,False,False
kwaio,,25,kwa,kwd,{},-8.95,161.0,Papunesia,,Kwaio,1241,False,False
kwakwala,,291,kwk,kwk,{},51.0,-127.0,North America,,Kwakw'ala,1244,False,False
kwamera,,25,kwr,tnk,{},-19.5833333333,169.416666667,Papunesia,,Kwamera,1248,False,False
kwami,,67,kwm,ksq,{},10.4166666667,11.0,Africa,,Kwami,1245,False,False
kwangali,,31,kwn,kwn,{},-18.0,19.5,Africa,,Kwangali,1246,False,False
kwaza,,376,kwz,,{},-12.5833333333,-60.6666666667,South America,,Kwaza,1252,False,False
kwerba,,307,kwb,kwe,{},-2.25,138.5,Papunesia,,Kwerba,1242,False,False
kwoma,,375,kwo,kmo,{},-4.16666666667,142.75,Papunesia,,Kwoma,1247,False,False
kwomtari,,133,kwt,kwo,{},-3.5,141.5,Papunesia,,Kwomtari,1250,False,False
kxoe,,70,kxo,xuu,{},-17.5,22.5,Africa,,Kxoe,1253,False,False
kyaka,,251,kyk,kyc,{},-5.55,144.083333333,Papunesia,,Kyaka,1256,False,False
kyirong,,56,kgy,kgy,{},28.4166666667,85.3333333333,Eurasia,,Kyirong,1054,False,False
kyuquot,,377,kyq,nuk,{},50.1666666667,-127.166666667,North America,,Kyuquot,1262,False,False
laal,,379,laa,gdm,{},10.0,17.6666666667,Africa,,Laal,1267,False,False
labu,,25,lab,lbu,{},-6.75,146.916666667,Papunesia,,Labu,1268,False,False
lacandon,,17,lac,lac,{},17.0,-91.5,North America,,Lacandón,1269,False,False
lachi,,276,lch,lbt,{},22.6666666667,104.833333333,Eurasia,,Lachi,1286,False,False
ladakhi,,56,lad,lbj,{},34.0,78.0,Eurasia,,Ladakhi,1270,False,True
ladin,,85,ldn,lld,{},46.5833333333,11.9166666667,Eurasia,,Ladin,1289,False,False
ladino,,85,lno,lad,{},40.0,33.0,Eurasia,,Ladino,1335,False,False
lafofa,,380,laf,laf,{},10.25,31.25,Africa,,Lafofa,1271,False,False
lagwan,,109,lag,kot,{},11.5,14.8333333333,Africa,,Lagwan,1272,False,False
laha,,276,lha,lha,{},21.5833333333,103.916666667,Eurasia,,Laha,1309,False,False
lahu,,20,lah,lhu,{},20.0,98.1666666667,Eurasia,,Lahu,1273,False,False
lai,,33,lai,cnh,{},22.6666666667,93.6666666667,Eurasia,,Lai,1274,False,False
lak,,240,lak,lbe,{},42.1666666667,47.1666666667,Eurasia,,Lak,1275,False,True
lakhota,,142,lkt,lkt,{},43.8333333333,-101.833333333,North America,,Lakhota,1321,True,True
lakkia,,276,lkk,lbc,{},24.0833333333,110.166666667,Eurasia,,Lakkia,1320,False,False
lalo,,20,lal,ywt,{},25.0,100.25,Eurasia,,Lalo,1276,False,False
lamaholot,,49,lmh,slp,{},-8.25,122.916666667,Papunesia,,Lamaholot,1327,False,False
lamang,,109,lmg,hia,{},11.25,13.5833333333,Africa,,Lamang,1326,False,False
lamani,,84,lmn,lmn,{},17.0,77.0,Eurasia,,Lamani,1329,False,False
lamba,,31,lmb,lam,{},-13.0,28.0,Africa,,Lamba,1325,False,False
lame,,381,lam,lme,{},9.0,14.5,Africa,,Lamé,1277,False,False
lamen,,25,lmu,lmu,{},-16.5833333333,168.166666667,Papunesia,,Lamen,1331,False,False
lamnso,,31,lns,lns,{},6.16666666667,10.75,Africa,,Lamnso',1336,False,False
lampung,,326,lmp,ljp,{},-5.0,105.0,Papunesia,,Lampung,1330,False,False
lamulamu,,35,lla,lby,{},-14.8333333333,144.5,Australia,,Lamu-Lamu,1322,False,False
langi,,31,lgi,lag,{},-4.5,36.0,Africa,,Langi,1305,False,False
lango,,18,lan,laj,{},2.16666666667,33.0,Africa,,Lango,1278,True,True
langue des signes francaise,,23,lsf,fsl,{},47.0,3.0,Eurasia,,Langue des Signes Française,1350,False,False
langue des signes quebecoise,,23,lsq,fcs,{},48.0,-75.0,North America,,Langue des Signes Québecoise,1351,False,False
lao,,237,lao,lao,{},18.0,103.0,Eurasia,,Lao,1279,False,False
laragia,,382,lar,lrg,{},-12.6666666667,130.833333333,Australia,,Laragia,1280,False,False
lardil,,329,lrd,lbz,{},-16.5,139.333333333,Australia,,Lardil,1345,False,False
larike,,49,lrk,alo,{},-3.75,127.916666667,Papunesia,,Larike,1346,False,False
latvian,,383,lat,lav,{},57.0,24.0,Eurasia,,Latvian,1281,False,True
lau,,25,lau,llu,{},-9.58333333333,161.5,Papunesia,,Lau,1282,False,False
lauje,,124,lje,law,{},-0.5,120.0,Papunesia,,Lauje,1319,False,False
lavukaleve,,384,lav,lvk,{},-9.08333333333,159.2,Papunesia,,Lavukaleve,1283,True,True
laz,,272,laz,lzz,{},41.5,41.5,Eurasia,,Laz,1284,False,False
lebeo,,31,leb,agh,{},1.75,25.0,Africa,,Lebeo,1292,False,False
lega,,31,leg,lea,{},-2.83333333333,27.1666666667,Africa,,Lega,1294,False,False
leggbo,,29,agb,agb,{},6.0,8.0,Africa,,Leggbó,39,False,False
leko,,386,lec,lec,{},-15.0,-67.9166666667,South America,,Leko,1293,False,False
lele,,130,lel,lln,{},9.08333333333,15.5833333333,Africa,,Lele,1295,False,False
lelemi,,5,llm,lef,{},7.33333333333,0.5,Africa,,Lelemi,1323,False,False
lenakel,,25,len,tnl,{},-19.45,169.25,Papunesia,,Lenakel,1296,False,False
lendu,,385,ldu,led,{},2.0,30.5,Africa,,Lendu,1291,False,False
lengua,,279,lng,enx,{},-22.5,-59.0,South America,,Lengua,1333,False,False
lengua de senas argentina,,23,lsa,aed,{},-34.0,-63.0,South America,,Lengua de Señas Argentina,1347,False,False
lengua de senas espanola,,23,lse,ssp,{},40.0,-3.0,Eurasia,,Lengua de Señas Española,1349,False,False
lepcha,,387,lep,lep,{},27.1666666667,88.5,Eurasia,,Lepcha,1297,False,True
lese,,388,les,les,{},2.0,29.0,Africa,,Lese,1298,False,False
lesser antillean french creole,,34,lcr,"acf, gcf",{},15.0,-61.1666666667,North America,,Lesser Antillean French Creole,1287,False,False
leti,,49,let,lti,{},-8.2,127.666666667,Papunesia,,Leti,1299,False,False
lewo,,25,lew,lww,{},-16.75,168.333333333,Papunesia,,Lewo,1300,False,False
lezgian,,32,lez,lez,{},41.6666666667,47.8333333333,Eurasia,,Lezgian,1301,True,True
lhomi,,56,lho,lhm,{},27.6666666667,87.4166666667,Eurasia,,Lhomi,1310,False,False
lillooet,,206,lil,lil,{},50.75,-122.0,North America,,Lillooet,1313,False,False
limbu,,88,lim,lif,{},27.1666666667,87.75,Eurasia,,Limbu,1314,False,False
limilngan,,390,lml,lmc,{},-12.5,131.916666667,Australia,,Limilngan,1328,False,False
linda,,107,lnd,liy,{},6.5,20.75,Africa,,Linda,1332,False,False
lingala,,31,lin,lin,{},2.0,18.5,Africa,,Lingala,1315,False,False
lingua de sinais brasileira,,23,lsb,bzs,{},-15.0,-48.0,South America,,Língua de Sinais Brasileira,1348,False,False
lingua gestual portuguesa,,23,lgp,psr,{},40.0,-8.0,Eurasia,,Língua Gestual Portuguesa,1306,False,False
lingua italiana dei segni,,23,lii,ise,{},42.0,13.0,Eurasia,,Lingua Italiana dei Segni,1312,False,False
linngithig,,35,lnj,lnj,{},-12.5,142.83,Australia,,Linngithig,1334,False,False
lisu,,20,lis,lis,{},26.0,98.0,Eurasia,,Lisu,1316,False,False
lithuanian,,383,lit,lit,{},55.0,24.0,Eurasia,,Lithuanian,1317,False,False
liv,,256,liv,liv,{},56.8333333333,24.0,Eurasia,,Liv,1318,False,False
lobi,,159,lob,lob,{},10.5,-3.25,Africa,,Lobi,1338,False,False
logoti,,93,lgt,log,{},3.5,30.0,Africa,,Logoti,1307,False,False
loko,,108,lok,lok,{},9.33333333333,-12.0833333333,Africa,,Loko,1339,False,False
loma,,108,lma,lom,{},8.0,-9.5,Africa,,Loma,1324,False,False
londo,,31,ldo,bdu,{},5.0,9.16666666667,Africa,,Londo,1290,False,False
longgu,,25,lgu,lgu,{},-9.75,160.666666667,Papunesia,,Longgu,1308,False,False
loniu,,25,lon,los,{},-2.06666666667,147.333333333,Papunesia,,Loniu,1340,False,False
lonwolwol,,25,lnw,crc,{},-16.2166666667,168.0,Papunesia,,Lonwolwol,1337,False,False
lotha,,33,lot,njh,{},26.5,94.25,Eurasia,,Lotha,1341,False,False
lou,,25,lou,loj,{},-2.38333333333,147.316666667,Papunesia,,Lou,1342,False,False
loven,,157,lov,lbo,{},15.0,106.333333333,Eurasia,,Loven,1343,False,False
low german,,27,lge,nds,{},53.0,10.0,Eurasia,,Low German,1303,False,False
lozi,,31,loz,loz,{},-17.8333333333,26.0,Africa,,Lozi,1344,False,False
lu,,237,lu,khb,{},22.0,100.666666667,Eurasia,,Lü,1352,False,False
lua,,273,lua,nie,{},9.75,17.75,Africa,,Lua,1353,False,False
luangiua,,25,lga,ojv,{},-5.33333333333,159.416666667,Papunesia,,Luangiua,1302,False,False
lucazi,,31,luc,lch,{},-14.0,20.0,Africa,,Lucazi,1354,False,False
luganda,,31,lda,lug,{},0.5,32.1666666667,Africa,,Luganda,1288,False,False
lugbara,,93,lug,lgg,{},3.08333333333,30.9166666667,Africa,,Lugbara,1356,False,False
lughat alisharat allubnaniya,,23,lgh,,{},34.0,35.8333333333,,,Lughat al-Isharat al-Lubnaniya,1304,False,False
luiseno,,175,lui,lui,{},33.3333333333,-117.166666667,North America,,Luiseño,1357,False,False
lule,,391,lul,,{},-28.0,-64.0,South America,,Lule,1358,False,False
lummi,,197,lum,str,{},48.7,-122.666666667,North America,,Lummi,1359,False,False
lunda,,31,lbu,lun,{},-10.6666666667,24.0,Africa,,Lunda,1285,False,False
lun dayeh,,119,lud,lnd,{},4.0,115.916666667,Papunesia,,Lun Dayeh,1355,False,False
lungchang,,188,lun,nst,{},27.5,96.4166666667,Eurasia,,Lungchang,1360,False,False
luo,,18,luo,luo,{},-0.5,34.75,Africa,,Luo,1361,False,False
luri,,138,lur,lrc,{},33.5,48.5,Eurasia,,Luri,1362,False,False
lushootseed,,197,lus,lut,{},48.0,-122.0,North America,,Lushootseed,1363,False,False
lusi,,25,kkv,khl,{},-5.58333333333,149.666666667,Papunesia,,Lusi,1098,False,False
luvale,,31,luv,lue,{},-12.0,22.0,Africa,,Luvale,1364,True,True
luwo,,18,jlu,lwo,{},8.0,28.0,Africa,,Luwo,976,False,False
luxemburgeois,,27,lux,ltz,{},49.8333333333,6.16666666667,Eurasia,,Luxemburgeois,1365,False,False
luyia,,31,luy,luy,{},0.416666666667,34.5,Africa,,Luyia,1366,False,False
lyele,,159,lye,lee,{},12.5,-2.66666666667,Africa,,Lyele,1367,False,False
ma,,107,ma,msj,{},3.5,28.0,Africa,,Ma,1368,False,False
maale,,267,mle,mdy,{},6.0,36.9166666667,Africa,,Maale,1495,False,False
maanyan,,394,myn,mhy,{},-2.0,115.0,Papunesia,,Ma'anyan,1642,False,False
maasai,,18,maa,mas,{},-3.0,36.0,Africa,,Maasai,1369,False,False
maba,,392,mab,mde,{},13.75,20.8333333333,Africa,,Maba,1370,False,True
maca,,193,mca,mca,{},-25.0,-57.5,South America,,Maca,1405,False,False
macaguan,,219,mcg,mbn,{},6.5,-71.3333333333,South America,,Macaguán,1410,False,False
macedonian,,141,mcd,mkd,{},41.6666666667,21.75,Eurasia,,Macedonian,1407,False,False
machiguenga,,179,mch,mcb,{},-12.0,-72.6666666667,South America,,Machiguenga,1411,False,False
macuna,,150,mcn,myy,{},-0.333333333333,-70.1666666667,South America,,Macuna,1412,False,False
macushi,,45,mac,mbc,{},4.0,-60.0,South America,,Macushi,1371,False,False
mada in cameroon,,109,mda,mxu,{},10.8333333333,14.1666666667,Africa,,Mada (in Cameroon),1417,False,False
mada in nigeria,,135,mdz,mda,{},8.75,8.25,Africa,,Mada (in Nigeria),1430,False,False
madi,,93,mad,mhi,{},3.25,31.5,Africa,,Ma'di,1372,False,False
madimadi,,113,mdm,,{},-34.5,143.5,,,Madimadi,1423,False,False
madurese,,14,mdr,mad,{},-7.0,113.5,Papunesia,,Madurese,1426,False,False
mae,,25,mae,mme,{},-16.0,167.25,Papunesia,,Mae,1373,False,False
magahi,,84,mgh,mag,{},23.5,85.5,Eurasia,,Magahi,1445,False,False
magar,,88,mag,mgp,{},28.0,83.0,Eurasia,,Magar,1374,False,False
magar syangja,,88,msy,mrd,{},28.0833333333,83.8333333333,Eurasia,,Magar (Syangja),1586,False,False
magi,,406,mgi,mgu,{},-10.3333333333,149.333333333,Papunesia,,Magi,1446,False,False
magindanao,,30,mgn,mdh,{},6.83333333333,124.5,Papunesia,,Magindanao,1449,False,False
mahican,,13,mhc,xpq,{},42.6666666667,-73.5,North America,,Mahican,1453,False,False
mah meri,,312,mhm,mhe,{},2.83333333333,101.5,Eurasia,,Mah Meri,1457,False,False
maidu northeast,,357,mne,nmu,{},40.0,-120.666666667,North America,,Maidu (Northeast),1518,False,False
maipure,,152,mpr,,{},5.5,-67.5,South America,,Maipure,1553,False,False
mairasi,,428,mrs,zrs,{},-3.5,134.0,Papunesia,,Mairasi,1572,False,False
maisin,,25,msn,mbq,{},-9.5,149.166666667,Papunesia,,Maisin,1583,False,False
maithili,,84,mai,mai,{},26.0,86.0,Eurasia,,Maithili,1376,False,False
majang,,140,maj,mpe,{},6.75,35.0,Africa,,Majang,1377,False,False
makaa,,31,mkz,mcp,{},3.41666666667,12.25,Africa,,Makaa,1492,False,False
makah,,377,mak,myh,{},48.3333333333,-124.666666667,North America,,Makah,1378,True,True
makasae,,411,mkj,mkz,{},-8.66666666667,126.5,Papunesia,,Makasae,1483,False,False
makassar,,87,mks,mak,{},-5.41666666667,119.583333333,Papunesia,,Makassar,1489,False,False
maklew,,412,mkl,mgf,{},-7.66666666667,139.416666667,Papunesia,,Maklew,1484,False,False
makonde,,31,mkd,kde,{},-11.0,40.0,Africa,,Makonde,1478,False,False
maku,,413,mkw,,{},0.416666666667,-69.8333333333,South America,,Máku,1491,False,False
makua,,31,mua,"mgh, xsq",{},-15.0,38.6666666667,Africa,,Makua,1599,False,False
malacca creole,,34,mlc,mcm,{},2.2,102.25,Eurasia,,Malacca Creole,1494,False,False
malagasy,,394,mal,plt,{},-20.0,47.0,Africa,,Malagasy,1379,True,True
malakmalak,,414,mlk,mpb,{},-13.4166666667,130.416666667,Australia,,Malakmalak,1498,False,False
malay,,14,mly,zsm,{},3.0,102.0,Eurasia,,Malay,1503,False,False
malayalam,,116,mym,mal,{},10.0,76.5,Eurasia,,Malayalam,1641,False,False
malay kuala lumpur,,14,myk,zlm,{},3.16666666667,101.7,Eurasia,,Malay (Kuala Lumpur),1640,False,False
malay ulu muar,,14,mmu,zmi,{},2.66666666667,102.5,Eurasia,,Malay (Ulu Muar),1512,False,False
maleu,,25,mlu,mgl,{},-5.71666666667,148.416666667,Papunesia,,Maleu,1502,False,False
malgwa,,109,mlg,mfi,{},11.5,13.75,Africa,,Malgwa,1496,False,False
mali,,148,mli,gcc,{},-4.83333333333,152.25,Papunesia,,Mali,1497,False,False
maltese,,4,mlt,mlt,{},35.9166666667,14.4166666667,Eurasia,,Maltese,1501,False,False
malto,,163,mto,kmj,{},25.0,87.3333333333,Eurasia,,Malto,1594,False,False
mam,,17,mam,mam,{},15.0,-91.8333333333,North America,,Mam,1380,False,False
mamanwa,,30,mmn,mmn,{},9.41666666667,125.5,Papunesia,,Mamanwa,1508,False,False
mamasa,,87,mms,mqj,{},-3.08333333333,119.666666667,Papunesia,,Mamasa,1511,False,False
mambai,,343,mmi,mcs,{},9.66666666667,14.0,Africa,,Mambai,1507,False,False
mambila,,31,mla,"mcu, mzk",{},6.75,11.5,Africa,,Mambila,1493,False,False
mambwe,,31,mmw,mgr,{},-9.08333333333,31.1666666667,Africa,,Mambwe,1514,False,False
mampruli,,144,mmp,maw,{},10.3333333333,-0.666666666667,Africa,,Mampruli,1510,False,False
mamvu,,388,mmv,mdi,{},3.25,29.0,Africa,,Mamvu,1513,False,False
manadonese,,14,mds,xmm,{},1.5,124.833333333,Papunesia,,Manadonese,1427,False,False
manam,,25,mnm,mva,{},-4.0,145.0,Papunesia,,Manam,1523,False,False
manambu,,54,mbu,mle,{},-4.25,142.833333333,Papunesia,,Manambu,1402,False,False
manange,,56,nmm,nmm,{},28.5833333333,84.0,Eurasia,,Manange,1751,False,False
manchu,,258,mnc,mnc,{},49.5,127.5,Eurasia,,Manchu,1516,False,False
mandaic modern,,4,mma,mid,{},31.0,48.5,Eurasia,,Mandaic (Modern),1504,False,False
mandan,,142,mdn,mhq,{},46.5,-102.5,North America,,Mandan,1424,False,False
mandar,,87,mnr,mdr,{},-3.41666666667,119.083333333,Papunesia,,Mandar,1525,False,False
mandarin,,204,mnd,cmn,{},34.0,110.0,Eurasia,,Mandarin,1517,True,True
mandinka,,108,mdk,mnk,{},13.0,-15.6666666667,Africa,,Mandinka,1421,False,False
mandinka gambian,,108,mkg,mnk,{},13.4166666667,-16.0,Africa,,Mandinka (Gambian),1480,False,False
manem,,61,mem,jet,{},-3.0,140.833333333,Papunesia,,Manem,1438,False,False
mangapmbula,,25,mmb,mna,{},-5.66666666667,148.083333333,Papunesia,,Mangap-Mbula,1505,False,False
mangarrayi,,434,myi,mpc,{},-14.6666666667,133.5,Australia,,Mangarrayi,1639,True,True
mangbetu,,399,mbt,mdj,{},2.5,26.5,Africa,,Mangbetu,1401,False,False
manggarai,,49,mng,mqy,{},-8.5,120.333333333,Papunesia,,Manggarai,1519,False,False
mangghuer,,110,mgg,mjg,{},36.0,102.0,Eurasia,,Mangghuer,1444,False,False
mango,,103,mgq,mge,{},8.75,17.0,Africa,,Mango,1451,False,False
maninka,,108,mnk,emk,{},10.5,-9.5,Africa,,Maninka,1522,False,False
maninka western,,108,maw,mlq,{},13.0,-11.0,Africa,,Maninka (Western),1388,False,False
manjaku,,143,mjk,mfv,{},12.0,-16.25,Africa,,Manjaku,1475,False,False
mankanya,,143,mkn,knf,{},12.0833333333,-15.9166666667,Africa,,Mankanya,1485,False,False
mankon,,31,mkq,nge,{},6.0,10.1666666667,Africa,,Mankon,1487,False,False
mano,,136,man,mev,{},7.0,-9.0,Africa,,Mano,1381,False,False
manobo western bukidnon,,30,mwb,mbb,{},7.66666666667,124.75,Papunesia,,Manobo (Western Bukidnon),1615,False,False
mansi,,296,mns,mns,{},62.0,62.0,Eurasia,,Mansi,1526,False,False
mantjiltjara,,117,mnj,mpj,{},-22.6666666667,125.083333333,Australia,,Mantjiltjara,1521,False,False
manx,,162,mnx,glv,{},54.1666666667,-4.5,Eurasia,,Manx,1530,False,False
maori,,25,mao,mri,{},-40.0,176.0,Papunesia,,Maori,1382,False,True
mapoyo,,45,mpy,mcg,{},6.0,-67.0,South America,,Mapoyo,1556,False,False
mapudungun,,395,map,arn,{},-38.0,-72.0,South America,,Mapudungun,1383,True,True
mara,,424,mra,mec,{},-15.0,135.166666667,Australia,,Mara,1559,False,False
maranao,,30,mrn,mrw,{},7.83333333333,124.25,Papunesia,,Maranao,1568,False,False
maranungku,,250,mku,zmr,{},-13.6666666667,130.0,Australia,,Maranungku,1490,False,True
marathi,,84,mhi,mar,{},19.0,76.0,Eurasia,,Marathi,1454,False,False
marchha,,56,mrc,rnp,{},30.25,79.5833333333,Eurasia,,Marchha,1560,False,False
margany,,35,mny,zmc,{},-27.0,144.5,Australia,,Margany,1531,False,False
margi,,109,mrg,mrt,{},11.0,13.0,Africa,,Margi,1562,False,False
maricopa,,183,mar,mrc,{},33.1666666667,-113.166666667,North America,,Maricopa,1384,True,True
mari hill,,393,mah,mrj,{},57.0,58.0,Eurasia,,Mari (Hill),1375,False,False
mari meadow,,393,mme,mhr,{},57.0,48.0,Eurasia,,Mari (Meadow),1506,False,False
marind,,154,mrd,mrz,{},-7.83333333333,140.166666667,Papunesia,,Marind,1561,False,True
maring,,221,mav,mbw,{},-5.5,144.666666667,Papunesia,,Maring,1387,False,False
maringarr,,425,mrr,zmt,{},-14.25,130.0,Australia,,Maringarr,1571,False,False
marquesan,,25,mrq,"mqm, mrq",{},-8.91666666667,-140.083333333,Papunesia,,Marquesan,1570,False,False
marrithiyel,,425,mrh,mfr,{},-13.8333333333,130.0,Australia,,Marrithiyel,1563,False,False
marshallese,,25,msh,mah,{},7.11666666667,171.05,Papunesia,,Marshallese,1579,False,False
martinique creole,,34,mqc,gcf,{},14.6666666667,-61.0,North America,,Martinique Creole,1557,False,False
martuthunira,,117,mrt,vma,{},-20.8333333333,116.5,Australia,,Martuthunira,1573,True,True
martu wangka,,117,mwa,mpj,{},-21.5,126.0,Australia,,Martu Wangka,1614,False,False
maru,,20,mru,mhx,{},23.5,98.5,Eurasia,,Maru,1574,False,False
masa,,381,mas,mcn,{},10.5,15.5,Africa,,Masa,1385,False,False
masakin,,318,msk,jle,{},10.6666666667,30.0,Africa,,Masakin,1580,False,False
masalit,,392,msl,mls,{},13.3333333333,22.0,Africa,,Masalit,1581,False,False
massachusett,,13,mtt,wam,{},42.5,-71.0,North America,,Massachusett,1597,False,False
matis,,55,mts,mpq,{},-4.41666666667,-70.25,South America,,Matis,1596,False,False
matngele,,350,mdl,zml,{},-13.8333333333,130.416666667,Australia,,Matngele,1422,False,False
matses,,55,myr,mcf,{},-5.41666666667,-73.25,South America,,Matsés,1644,False,False
mattole,,37,mtl,mvb,{},40.1666666667,-124.166666667,North America,,Mattole,1593,False,False
matukar,,25,mtk,mjk,{},-4.91666666667,145.75,Papunesia,,Matukar,1592,False,False
matuumbi,,31,mtb,mgw,{},-8.5,39.0,Africa,,Matuumbi,1588,False,False
mauka,,108,mka,mxx,{},8.33333333333,-7.5,Africa,,Mauka,1476,False,False
maung,,311,mau,mph,{},-11.9166666667,133.5,Australia,,Maung,1386,True,True
mauritian creole,,34,mcr,mfe,{},-20.3333333333,57.5,Africa,,Mauritian Creole,1414,False,False
mawchi,,84,mwc,mke,{},21.3333333333,73.6666666667,Eurasia,,Mawchi,1616,False,False
maxakali,,396,max,mbl,{},-18.0,-40.0,South America,,Maxakalí,1389,False,False
maya,,63,mya,slz,{},-1.25,130.916666667,Papunesia,,Ma'ya,1637,False,False
mayangna,,410,sum,yan,{},13.0,-84.5,North America,,Mayangna,2182,False,False
maybrat,,11,may,ayz,{},-1.33333333333,132.5,Papunesia,,Maybrat,1390,True,True
mayiyapi,,35,myy,,{},-20.0,141.0,Australia,,Mayi-Yapi,1645,False,False
mayo,,435,myo,mfy,{},26.0,-108.0,North America,,Mayo,1643,False,False
mayogo,,107,myg,mdm,{},3.0,29.0,Africa,,Mayogo,1638,False,False
mazahua,,397,maz,"maz, mmc",{},19.4166666667,-99.9166666667,North America,,Mazahua,1391,False,False
mazanderani,,138,mzn,mzn,{},36.5,52.0,Eurasia,,Mazanderani,1648,False,False
mazatec chiquihuitlan,,181,mzc,maq,{},17.75,-96.9166666667,North America,,Mazatec (Chiquihuitlán),1646,False,False
mazatec huautla,,181,mzh,mau,{},18.25,-96.8333333333,North America,,Mazatec (Huautla),1647,False,False
mba,,107,mba,mfc,{},1.0,25.0,Africa,,Mba,1392,False,False
mbabaram,,35,mbb,,{},-17.1666666667,145.0,Australia,,Mbabaram,1393,False,False
mbalanhu,,31,mhu,lnb,{},-17.5,15.0,Africa,,Mbalanhu,1458,False,False
mbara,,109,mbr,mpk,{},11.0,15.4166666667,Africa,,Mbara,1400,False,False
mbay,,103,mby,myb,{},8.25,17.5,Africa,,Mbay,1403,False,False
mbe,,31,mbz,mtk,{},6.28333333333,11.0833333333,Africa,,Mbe',1404,False,False
mbere,,31,mbe,mdt,{},-0.5,14.0,Africa,,Mbere,1394,False,False
mbili,,31,mbi,baw,{},6.11666666667,10.2,Africa,,Mbili,1396,False,False
mbodomo,,269,mdo,gmm,{},4.5,15.5,Africa,,Mbodomo,1425,False,False
mbole,,31,mbl,mdq,{},-0.666666666667,24.6666666667,Africa,,Mbole,1397,False,False
mbosi,,31,mdw,mdw,{},-1.25,15.5,Africa,,Mbosi,1429,False,False
mbugu,,36,mbg,mhd,{},-4.33333333333,38.1666666667,Africa,,Mbugu,1395,False,False
mbum,,343,mbm,mdd,{},7.75,13.1666666667,Africa,,Mbum,1398,False,False
meen,,140,mee,mym,{},5.0,37.0,Africa,,Me'en,1433,False,False
mehek,,407,mhk,nux,{},-3.75,142.5,Papunesia,,Mehek,1455,False,False
