include,id,nature,category,tags,species,species by,subspecies,species syn,species syn by,species alt,wyk name,amar name,hu name,other name,wikipedia,POWO,GBIF,family,part used,region of origin,country,lat,lon,source,year recorded in TCM,macroarea,range,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,pharmaceutical,pharma en,TCM,TCM DB,TCM name,TCM pinyin,desc,medicinal group,meridian,action,Hu zh,Ayurveda,Words,Britannica,Notes,English,En alt,Plant name,Chinese WN,Chinese simp,Chinese,Ch transliteration,Jyutping,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,FOC,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Hu en,Extra,sym,hu_1990,IPNI,TPL,TROP,EOL,WFO,NCBI,NCBI id
out,Suberect Spatholobus Stem,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Spatholobi Caulis,Suberect Spatholobus Stem,yes,polyu-tcm,雞血藤,jīxiěténg,Dried lianoid stem of Spatholobus suberectus Dunn (Fam. Fabaceae),Blood-activating menstruation regulating medicinal,"bitter, sweet; warm","Liver, Kidney",,,,,,,,,,,雞血藤,jīxiěténg,gai1 hyut3 tang4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,sugar,,commodity,,Saccharum officinarum,L.,,,,,,,,,,https://powo.science.kew.org/taxon/419977-1,,Poaceae,stalk/stem and its liquid,New Guinea,,,,,,,,New Guinea,1,"Alabama, Aldabra, Algeria, Andaman Is., Angola, Assam, Bahamas, Bangladesh, Belize, Benin, Bermuda, Bismarck Archipelago, Borneo, Brazil North, Brazil Northeast, Brazil South, Brazil Southeast, Brazil West-Central, Burkina, Burundi, Cambodia, Cameroon, Canary Is., Caroline Is., Cayman Is., Central African Repu, Chad, China South-Central, China Southeast, Colombia, Comoros, Congo, Cook Is., Costa Rica, Cuba, Cyprus, Dominican Republic, East Himalaya, Easter Is., Ecuador, Egypt, El Salvador, Equatorial Guinea, Fiji, Florida, Galápagos, Gambia, Gilbert Is., Guatemala, Guinea, Guinea-Bissau, Gulf of Guinea Is., Hainan, Haiti, Hawaii, Honduras, India, Iraq, Ivory Coast, Jamaica, Jawa, Korea, Laos, Lebanon-Syria, Leeward Is., Lesser Sunda Is., Line Is., Louisiana, Madagascar, Malaya, Maldives, Marianas, Marquesas, Marshall Is., Mauritius, Mexico Central, Mexico Northwest, Mexico Southeast, Mexico Southwest, Mississippi, Morocco, Myanmar, Nansei-shoto, Nauru, New Caledonia, New Zealand North, Nicaragua, Nicobar Is., Niue, Oman, Panamá, Philippines, Pitcairn Is., Puerto Rico, Rodrigues, Rwanda, Réunion, Samoa, Santa Cruz Is., Senegal, Seychelles, Society Is., Solomon Is., Spain, Sri Lanka, Sulawesi, Sumatera, Taiwan, Tanzania, Texas, Thailand, Tibet, Togo, Tonga, Trinidad-Tobago, Tuamotu, Tubuai Is., Turkey, Tuvalu, Vanuatu, Venezuela, Venezuelan Antilles, Vietnam, West Himalaya, Windward Is., Yemen, Zaïre",127,,,,,,,,,,,,,,,,,,sugar; saccharum,,"officinarum, ""of dispensaries""",sugar,,sugarcane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II 169,,,,,,,,,,,,,4547
out,sumac,,,,Rhus coriaria,,,,,,sumac; sumach; spice sumac,,,,,,,Anacardiaceae,fruit,S Eur,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Sumatra benzoin,,medicine,,Styrax benzoin,Dryand.,,,,Styrax benzoides Craib. Or Styrax tonkinensis Craib.,,,Sumatran benzoin; Siam benzoin,,,https://powo.science.kew.org/taxon/826732-1,,Styracaceae,resin,SE As,,4,97,hu_history_1990,659,Asia,Bangladesh to W. & Central Malesia,"Bangladesh, Cambodia, Jawa, Laos, Lesser Sunda Is., Malaya, Myanmar, Philippines, Sumatera, Thailand, Vietnam",11,"Borneo, Guinea, Mauritius, Trinidad-Tobago",4,15.0,0.36363636363636365,,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Styrax#Uses_of_resin,,,,,,,安息香,ānxīxiāng,,peaceful-end-incense,,,,,,,,,,,,,,,,,,,,,,,II 113,,,,,yes,yes,,,,,,,
out,Sweet Wormwood Herb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Artemisiae Annuae Herba,Sweet Wormwood Herb,yes,polyu-tcm,青蒿,qīnghāo,Dried aerial part of Artemisia annus L. (Fam. Compostae),Deficiency heat-clearing medicinal,"bitter, pungent; cold","Liver, Gallbladder",,,,,,,,,,,青蒿,qīnghāo,cing1 ceng1 hou1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Szechwan Chinaberry Fruit,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Toosendan Fructus,Szechwan Chinaberry Fruit,yes,polyu-tcm,川楝子,chuānliànzǐ,Dried ripe fruit of Melia toosendan Sieb. et Zucc. (Fam. Meliaceae),Qi-regulating medicinal,bitter; cold; toxic,"Liver, Small intestine, Bladder",,,,,,,,,,,川楝子,chuānliànzǐ,cyun1 ? zi2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Szechwan Lovage Rhizome,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Chuanxiong Rhizoma,Szechwan Lovage Rhizome,yes,polyu-tcm,川芎,chuānqiōng,Dried rhizome of Ligusticum chuanxiong Hort. (Fam. Apiaceae),Blood-activating analgesic medicinal,pungent; warm,"Liver, Pericardium, Gallbladder",,,,,,,,,,,川芎,chuānqiōng,cyun1 ? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Tabasheer,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Bambusae Concretio Silicea,Tabasheer,yes,polyu-tcm,天竺黃,tiānzhúhuáng,Dried masses of secretion in stem of Bambusa testilis McClure or Schizostachyum chinense Rendle (Fam. Gramineae),Phlegm resolving medicinal,sweet; cold,"Heart, Liver",,,,,,,,,,,天竺黃,tiānzhúhuáng,tin1 zuk1 wong4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Talc,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Talcum,Talc,yes,polyu-tcm,滑石,huáshí,"Mineral of silicates of talcum group, containing mainly hydrated magnesium silicate [Mg3(Si4O10)(OH)2]",Strangury-relieving diuretic medicinal,"sweet, bland; cold","Bladder, Lung, Stomach",,,,,,,,,,,滑石,huáshí,waat6 sek6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Talc Powder,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Talci Pulvis,Talc Powder,yes,polyu-tcm,滑石粉,huáshífěn,"Prepared from mineral of silicates of talcum group, containing mainly hydrated magnesium silicate [Mg3(Si4O10)(OH)3] by sorting, cleaning, pulverizing and drying",Strangury-relieving diuretic medicinal,"sweet, bland; cold","Lung, Stomach, Bladder",,,,,,,,,,,滑石粉,huáshífěn,waat6 sek6 fan2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Tall Gastrodia Tuber,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Gastrodiae Rhizoma,Tall Gastrodia Tuber,yes,polyu-tcm,天麻,tiānmá,Dried tuber of Gastrodia elata Bl. (Fam. Orchidaceae),Liver-pacifying and wind-extinguishing medicinal,sweet; neutral,Liver,,,,,,,,,,,天麻,tiānmá,tin1 maa4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,tamarind,,fruit,,Tamarindus indicus,L.,,,,,tamarind; Indian tamarind,,,,,https://powo.science.kew.org/taxon/520167-1,,Fabaceae,fruit pulp; leaf,Madagascar,Madagascar,-19,47,van_wyk_culinary_2014,1370,Africa,"Comoros, Madagascar","Comoros, Madagascar",2,"Aldabra, Andaman Is., Angola, Aruba, Assam, Bahamas, Bangladesh, Belize, Benin, Bismarck Archipelago, Bolivia, Burkina, Burundi, Cambodia, Cameroon, Cape Verde, Caroline Is., Cayman Is., Central African Repu, Chad, Chagos Archipelago, China South-Central, China Southeast, Christmas I., Colombia, Costa Rica, Cuba, Djibouti, Dominican Republic, East Himalaya, Ecuador, Egypt, Eritrea, Ethiopia, Fiji, Florida, Galápagos, Gambia, Ghana, Gilbert Is., Guatemala, Guinea, Guinea-Bissau, Gulf of Guinea Is., Hainan, Haiti, Hawaii, India, Iraq, Ivory Coast, Jamaica, Jawa, Kenya, KwaZulu-Natal, Laccadive Is., Laos, Leeward Is., Liberia, Libya, Malawi, Malaya, Maldives, Mali, Marianas, Marquesas, Mauritania, Mauritius, Mexico Central, Mexico Southeast, Mexico Southwest, Mozambique, Mozambique Channel I, Myanmar, Nepal, Netherlands Antilles, New Caledonia, New Guinea, Nicobar Is., Niger, Nigeria, Northern Provinces, Oman, Pakistan, Panamá, Peru, Philippines, Puerto Rico, Rodrigues, Réunion, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Socotra, Somalia, Southwest Caribbean, Sri Lanka, Sudan, Sumatera, Tanzania, Texas, Thailand, Togo, Trinidad-Tobago, Tuamotu, Turks-Caicos Is., Uganda, Venezuela, Venezuelan Antilles, Vietnam, West Himalaya, Western Australia, Windward Is., Yemen, Zambia, Zaïre, Zimbabwe",117,119.0,58.5,,,,,,,,,,,,,,,,,,,,,,,,酸豆,suāndòu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,
out,Tangerine seed,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Citri Reticulatae Semen,Tangerine seed,yes,polyu-tcm,橘核,júhé,Dried ripe seed of Citrus reticulata Blanco (Fam. Rutaceae),Qi-regulating medicinal,bitter; neutral,"Liver, Kidney",,,,,,,,,,,橘核,júhé,gwat1 hat6 wat6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Tangshen,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Codonopsis Radix,Tangshen,yes,polyu-tcm,黨參,dǎngcān,"Dried root of Codonpsis pilosula (Franch.) Nannf., Codonopsis pilosula Nannf. var. modesta (Nannf.) L. T. Shen or Codonopsis tangshen Oliv. (Fam. Campanulaceae)",Qi-tonifying medicinal,sweet; neutral,"Spleen, Lung",,,,,,,,,,,黨參,dǎngcān,dong2 sam1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,tarragon,,,,Artemisia dracunculus,Britannica,,,,,tarragon; French tarragon; estragon,,,,,,,Asteraceae,leaves,Eur; As,,,,van_wyk_culinary_2014,,,,,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tárkony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Tatarian Aster Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Asteris Radix et Rhizoma,Tatarian Aster Root,yes,polyu-tcm,紫菀,zǐwǎn,Dried root and rhizome of Aster tataricus L.f. (Fam. Compositae),Cough-suppressing and panting-calming medicinal,bitter; warm,Lung,,,,,,,,,,,紫菀,zǐwǎn,zi2 jyun2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,tea,,commodity,,Camellia sinensis,(L.) Kuntze,,,,,tea; chai,,,,,https://powo.science.kew.org/taxon/828548-1,,Theaceae,cured or fresh leaf,SW Ch; NE Burma,,,,van_wyk_culinary_2014,,,,"Assam, China South-Central, China Southeast, East Himalaya, Hainan, Laos, Myanmar, Thailand, Vietnam",9,"Andaman Is., Argentina Northeast, Bangladesh, Bolivia, Borneo, Cambodia, China North-Central, Ethiopia, Gulf of Guinea Is., Japan, Korea, Mauritius, Nepal, Réunion, Seychelles, Sri Lanka, Tibet, Trinidad-Tobago, Turkey",19,,,,,,,,,,,,,,,,,,tea; chai,,,tea,,tea plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II 136,,,,,,,,,,,,,4442
out,Tendrilleaf Fritillary Bulb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Fritillariae Cirrhosae Bulbus,Tendrilleaf Fritillary Bulb,yes,polyu-tcm,川貝母,chuānbèimǔ,"Dried bulb of Fritillaria cirrhosa D. Don, i Hsiao et K.C. Hsia, Fritillaria przewalskii Maxim. or i Franch. (Fam. Liliaceae)",Phlegm resolving medicinal,"bitter, sweet; slightly cold","Lung, Heart",,,,,,,,,,,川貝母,chuānbèimǔ,cyun1 bui3 mou5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Testudinis Carapax et Plastrum,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Tortoise Carapace and Plastron,Testudinis Carapax et Plastrum,yes,polyu-tcm,龜甲,gūijiǎ,Carapace and plastron of Chinemys reevesii (Gray) (Fam. Emydidae),Yin-tonifying medicinal,"sweet, salty; slightly cold","Liver, Heart, Kidney",,,,,,,,,,,龜甲,gūijiǎ,gwai1 gaap3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Thinleaf Milkwort Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Polygalae Radix,Thinleaf Milkwort Root,yes,polyu-tcm,遠志,yuǎnzhì,Dried root of Polygala tenuifolia Willd. or Polygala sibirica L. (Fam. Polygalaceae),Heart-nourishing tranquillizing medicinal,"bitter, pungent; warm","Heart, Kidney, Lung",,,,,,,,,,,遠志,yuǎnzhì,jyun6 jyun5 zi3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Thomson Kudzuvine root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Puerariae Thomsonii Radix,Thomson Kudzuvine root,yes,polyu-tcm,粉葛根,fěngégēn,Dried root of Pueraria thomsonii Benth. (Fam. Fabaceae),Wind-heat dispersing medicinal,"sweet, pungent; cool","Spleen, Stomach",,,,,,,,,,,粉葛根,fěngégēn,fan2 got3 gan1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Thunberg Fritillary Bulb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Fritillariae Thunbergii Bulbus,Thunberg Fritillary Bulb,yes,polyu-tcm,浙貝母,zhèbèimǔ,Dried bulb of Fritillaria thunbergii Miq. (Fam. Liliaceae),Phlegm resolving medicinal,bitter; cold,"Heart, Lung",,,,,,,,,,,浙貝母,zhèbèimǔ,zit3 bui3 mou5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,thyme,,herb,,Thymus vulgaris ,,,,,,,,,,,,,Lamiaceae,leaf; herb,W Med; SE Italy,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,thyme,,,,,百里香,bǎilǐxiāng,,phonetic,from Persian آویشن avišan,,,,,,,,,,,,,,,,,,,,,,I 58,,,,,,,,,,,,,
out,Tinospora Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Tinosporae Radix,Tinospora Root,yes,polyu-tcm,金果欖,jīnguǒlǎn,Dried root tuber of Tinospora sagittata (Oliv.) Gagnep. or Tinospora capillipes Gapnep. (Fam. Menispermaceae),Heat-clearing and detoxicating medicinal,bitter; cold,"Lung, Large intestine",,,,,,,,,,,金果欖,jīnguǒlǎn,gam1 gwo2 laam5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,tobacco,,stimulant,,Nicotiana tabacum,L.,,,,,,,tabacco,,,https://powo.science.kew.org/taxon/817077-1,,Solanaceae,leaves,Tr Am,Bolivia,-16,-64,hu_history_1990,1624,Americas,Bolivia,Bolivia,1,"Albania, Aldabra, Algeria, Argentina Northwest, Aruba, Ascension, Assam, Austria, Azores, Bahamas, Bangladesh, Belgium, Belize, Benin, Bermuda, Bismarck Archipelago, Borneo, Brazil North, Brazil Northeast, Brazil South, Brazil Southeast, Brazil West-Central, Bulgaria, Burkina, Burundi, Cambodia, Cameroon, Canary Is., Cape Provinces, Cape Verde, Caroline Is., Cayman Is., Central African Repu, Central European Rus, Chad, Christmas I., Colombia, Comoros, Congo, Cook Is., Corse, Costa Rica, Cuba, Cyprus, Czechoslovakia, Denmark, Dominican Republic, East Himalaya, Easter Is., Equatorial Guinea, Eritrea, Ethiopia, Fiji, France, Gabon, Galápagos, Gambia, Germany, Ghana, Gilbert Is., Greece, Guatemala, Guinea, Guinea-Bissau, Gulf of Guinea Is., Haiti, Hawaii, Honduras, Hungary, India, Italy, Ivory Coast, Jamaica, Jawa, Juan Fernández Is., Kazakhstan, Kazan-retto, Kentucky, Kenya, Korea, Kriti, Krym, KwaZulu-Natal, Laos, Leeward Is., Libya, Line Is., Madagascar, Madeira, Malawi, Maldives, Mali, Marcus I., Marianas, Marquesas, Marshall Is., Maryland, Mauritius, Mexico Central, Mexico Southwest, Morocco, Mozambique, Myanmar, Nepal, Netherlands, Netherlands Antilles, New Caledonia, New Guinea, New York, New Zealand North, Nicobar Is., Niger, Nigeria, Niue, Norfolk Is., Northern Provinces, Ogasawara-shoto, Oman, Pakistan, Paraguay, Peru, Philippines, Pitcairn Is., Portugal, Primorye, Puerto Rico, Rodrigues, Romania, Rwanda, Réunion, Samoa, Saudi Arabia, Selvagens, Senegal, Seychelles, Sierra Leone, Society Is., Socotra, Solomon Is., Somalia, South European Russi, Southwest Caribbean, Spain, St.Helena, Switzerland, Tadzhikistan, Tanzania, Thailand, Togo, Trinidad-Tobago, Tunisia, Turkey, Turkey-in-Europe, Turkmenistan, Ukraine, Uzbekistan, Venezuela, Vietnam, Wake I., West Himalaya, Windward Is., Yemen, Yugoslavia, Zambia, Zaïre, Zimbabwe",166,167.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,煙葉,yānyè,jin1 jip6,,,,,,,,,,,,,,,,,,,,,,,,I 18,,,,,yes,yes,,,,,,,
out,Tokay Gecko,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Gecko,Tokay Gecko,yes,polyu-tcm,蛤蚧,hájiè,Dried body of Gekko gecko Linnaeus (Fam. Gekkonidae),Yang-tonifying medicinal,salty; neutral,"Lung, Kidney",,,,,,,,,,,蛤蚧,hájiè,haa4 gaai2 gwaai2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Tokyo Violet Herb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Violae Herba,Tokyo Violet Herb,yes,polyu-tcm,紫花地丁,zǐhuādìdīng,Dried herb of Viola yedoensis Makino (Fam. Violaceae),Heat-clearing and detoxicating medicinal,"bitter, pungent; cold","Heart, Liver",,,,,,,,,,,紫花地丁,zǐhuādìdīng,zi2 faa1 dei6 ding1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Tree Peony Bark,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Moutan Cortex,Tree Peony Bark,yes,polyu-tcm,牡丹皮,mǔdānpí,Dried root bark of Paeonia suffruticosa Andr. (Fam. Ranunculaceae),Heat-clearing and blood-cooling medicinal,"pungent, bitter; slightly cold","Liver, Heart, Kidney",,,,,,,,,,,牡丹皮,mǔdānpí,mau5 daan1 pei4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Trogopterus Dung,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Trogopteri Faeces,Trogopterus Dung,yes,polyu-tcm,五靈脂,wǔlíngzhī,Dried faeces of Trogopterus xanthipes Milne-Edwards (Fam. Sciuridae),Blood-activating analgesic medicinal,"bitter, sweet; warm","Liver, Spleen",,,,,,,,,,,五靈脂,wǔlíngzhī,ng5 ling4 zi1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,truffle and truffle salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Trumpetcreeper Flower,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Campsis Flos,Trumpetcreeper Flower,yes,polyu-tcm,凌霄花,língxiāohuā,Dried flower of Campsis grandiflora (Thunb.) K. Schum. or Campsis radicans (L.) Seem. (Fam. Bignoniaceae),Blood-activating menstruation regulating medicinal,"sweet, sour; cold","Liver, Pericardium",,,,,,,,,,,凌霄花,língxiāohuā,ling4 siu1 faa1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Tuber Fleeceflower Stem,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Polygoni Multiflori Caulis,Tuber Fleeceflower Stem,yes,polyu-tcm,首烏藤,shǒuwūténg,Dried lianoid stem of Polygonum multiflorum Thunb. (Fam. Polygonaceae),Heart-nourishing tranquillizing medicinal,sweet; neutral,"Heart, Liver",,,,,,,,,,,首烏藤,shǒuwūténg,sau2 wu1 tang4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Tuber Onion Seed,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Allii Tuberosi Semen,Tuber Onion Seed,yes,polyu-tcm,韭菜子,jǐucàizǐ,Dried ripe seed of Allium tuberosum Rottl. (Fam. Liliaceae),Yang-tonifying medicinal,"pungent, sweet; warm","Liver, Kidney",,,,,,,,,,,韭菜子,jǐucàizǐ,gau2 coi3 zi2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Turmeric Root Tuber,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Curcumae Radix,Turmeric Root Tuber,yes,polyu-tcm,鬱金,yùjīn,"Dried root tuber Curcuma wenyujin Y.H. Chen et C. Ling, Curcuma longa L., Curcuma kwangsiensis S.G. Lee et C.F. Liang or Curcuma phaeocaulis Val. (Fam. Zingiberaceae)",Blood-activating analgesic medicinal,"pungent, bitter; cold","Liver, Heart, Lung",,,,,,,,,,,鬱金,yùjīn,wat1 gam1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Turtle Carapace,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Trionycis Carapax,Turtle Carapace,yes,polyu-tcm,鱉甲,biējiǎ,Carapace of Trionyx sinensis Wiegmann (Fam. Trionychidae),Yin-tonifying medicinal,salty; slightly cold,"Liver, Kidney",,,,,,,,,,,鱉甲,biējiǎ,bit3 gaap3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Twotoothed Achyranthes Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Achyranthis Bidentatae Radix,Twotoothed Achyranthes Root,yes,polyu-tcm,牛膝,níuxī,Dried root of Achyranthes bidentata Bl. (Fam. Amaranthaceae),Blood-activating menstruation regulating medicinal,"bitter, sour; neutral","Liver, Kidney",,,,,,,,,,,牛膝,níuxī,ngau4 sat1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Ussuri Fritillary Bulb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Fritillariae Ussuriensis Bulbus,Ussuri Fritillary Bulb,yes,polyu-tcm,平貝母,píngbèimǔ,Dried bulb of Fritillaria ussuriensis Maxim. (Fam. Liliaceae),Phlegm resolving medicinal,"bitter, sweet; slightly cold","Lung, Heart",,,,,,,,,,,平貝母,píngbèimǔ,ping4 bui3 mou5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,uzazi,,,,Zanthoxylum gilletii,,,Fagara tessmannii,,,,,,plant: East African satinwood,,,,Zanthoxylum,fruit,W Afr,,,,manual,,,West Africa,,,,,,,,,,Hydroxy-alpha-sanshool,,,,,,,,,,,,,,,uzazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,velvetleaf,,medicine,,Abutilon theophrasti,Medik.,,,,,,,abutilon,velvetleaf,https://en.wikipedia.org/wiki/Abutilon_theophrasti,https://powo.science.kew.org/taxon/1044174-2,,Malvaceae,seed,C As,,41,75,hu_history_1990,659,Asia,Central Asia to China,"China North-Central, China South-Central, China Southeast, Inner Mongolia, Kazakhstan, Kirgizstan, Manchuria, Mongolia, Tadzhikistan, Taiwan, Turkmenistan, Uzbekistan, Xinjiang",13,"Afghanistan, Alabama, Albania, Altay, Amur, Arizona, Arkansas, Austria, Azores, Bahamas, Bangladesh, Bermuda, Bulgaria, California, Central European Rus, Colorado, Connecticut, Corse, Cuba, Czechoslovakia, Delaware, East Aegean Is., Egypt, Finland, Florida, France, Georgia, Germany, Greece, Hungary, Idaho, Illinois, India, Indiana, Iowa, Iran, Iraq, Irkutsk, Italy, Japan, Kansas, Kentucky, Korea, Kriti, Krym, KwaZulu-Natal, Libya, Louisiana, Maine, Malawi, Maryland, Massachusetts, Mexico Northwest, Michigan, Minnesota, Mississippi, Missouri, Montana, Morocco, Nebraska, Netherlands, Nevada, New Hampshire, New Jersey, New Mexico, New South Wales, New York, New Zealand North, New Zealand South, North Carolina, North Caucasus, North Dakota, North European Russi, Northern Provinces, Ohio, Oklahoma, Ontario, Oregon, Pakistan, Palestine, Panamá, Pennsylvania, Poland, Portugal, Primorye, Queensland, Rhode I., Romania, Sardegna, Sinai, South Australia, South Carolina, South Dakota, South European Russi, Spain, Tennessee, Texas, Thailand, Transcaucasus, Tunisia, Turkey, Turkey-in-Europe, Ukraine, Utah, Vermont, Victoria, Vietnam, Virginia, Washington, West Himalaya, West Siberia, West Virginia, Western Australia, Wisconsin, Wyoming, Yugoslavia",116,129.0,8.923076923076923,,,,Abutili Semen,Chingma Abutilon Seed,yes,polyu-tcm,苘麻子,qǐng​mázǐ,Dried ripe seed of Abutilon theophrastii Medic. (Fam. Malvaceae),Strangury-relieving diuretic medicinal,bitter; neutral,"Large intestine, Small intestine, Bladder",,,,,,,,,,,苘麻,qǐng​má,gwing2/king2 maa4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,
out,Vietnamese Sophora Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Sophorae Tonkinensis Radix et Rhizoma,Vietnamese Sophora Root,yes,polyu-tcm,山豆根,shāndòugēn,Dried root and rhizome of Sophora tonkinensis Gagnap. (Fam. Fabaceae),Heat-clearing and detoxicating medicinal,bitter; cold; toxic,"Lung, Stomach",,,,,,,,,,,山豆根,shāndòugēn,saan1 dau6 dau2 gan1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
